2018,环保新形势与柔印发展新机遇--《印刷技术》,,"环保大背景下行业形势的新变化近日,HJ371-2018《环境标志产品技术要求凹印油墨和柔印油墨》正式获批,2018年10月1日起正式执行。印刷界治污形势朝源头控制方向发展,趋势日趋明显。新的环境标志产品技术要求油墨中的溶剂含量不超过5%,这就为柔印水墨用户在环保大背景下开拓了一条新的市场发展通道。柔印水墨用户目前主要集中在瓦楞纸箱印刷(包括预印和后印)、快"
2017,2017中国柔印市场的现状与发展趋势--《印刷技术》,柔印机;柔性版印刷;溶剂型油墨;凹印;印刷领域;瓦楞纸箱;机组式;印刷方式;水性油墨;柔印技术;,"中国柔印市场的现状与发展趋势这个话题,相信不仅是柔印同仁们共同关心的话题,亦是关心柔印发展或对柔印感兴趣的印刷同仁们欲了解的话题。近年来,笔者曾多次就这个话题试探性地发表个人看法,如今再回眸,值得欣喜和欣慰:笔者一直以来对中国柔印市场有着坚定的判断,即柔印在中国的持续发展是确定的,多年来,中国柔印市场正稳步地在笔者判定的轨道上运行,尤其近两年正在以更"
2017,中国柔印的现状与未来发展--《印刷杂志》,柔印 发展现状 产业链供应 绿色环保 人才培养,"中国柔印的现状与未来发展的话题,相信是柔印同仁们共同关心的话题,亦是关心柔印发展或对柔印感兴趣的印刷同仁们欲了解的话题。几年来,笔者曾几次就此话题试探性地发表了个人看法,如今再回眸,值得欣喜和欣慰的是:多年来,中国柔印正稳步地在笔者一直以来对中国柔印的坚定展望的轨道上运行——""柔印在中国的持续发展是确定的"",正在以更快更好的速"
2018,水墨柔印工艺应用现状及发展前景——基于教科书柔性版水墨印刷项目分析--《出版与印刷》,水墨柔印 绿色印刷 教科书,"水墨柔印工艺是目前可以实现大规模绿色环保印刷的成熟工艺,是可以改变印刷污染并实现生产零排放的""深绿色""印刷工艺。文章通过分析教科书柔性版水墨印刷项目实施七年以来取得的成效、存在的不足和面临的困难,探讨水墨柔印工艺在出版物印刷领域的应用现状和发展前景。指出要实现水墨柔印工艺健康、跨越式发展,需要全产业链相关各方的大力支持和共同努力。"
2018,中国柔印迈进新时代--《印刷杂志》,改革开放 中国柔印 矛盾 质量 成本 环保,"党的十九大指出:中国特色社会主义进入新时代,我国社会主要矛盾已经转化为人民日益增长的美好生活需要和不平衡不充分的发展之间的矛盾。十九大的这两个论断给人以深刻印象。受十九大精神的启发,结合中国柔印的实际情况和发展状况,笔者认为:中国柔印发展迈进新时代,中国柔印发展的主要矛盾是行业对柔印日益增长的需要和柔印质量及成本之间的矛盾。"
2018,软包装柔印的应用现状和发展趋势--《印刷技术》,软包装;,"大多柔印企业都斥巨资引进设备,他们希望借助先进的设备来赢得竞争力或开辟新市场,可现实却是昂贵的设备已经不是企业的稀缺资源,有资本随时可以得到。而要想让这些投入资金获得最大的回报率,企业就必须转变看法,吸引、培养并有效配置人才,人才才是企业的稀缺资源。不管是过去、现在,还是未来,能够获得成功的柔"
2017,柔印预印在瓦楞纸箱印刷中的地位与发展趋势--《印刷技术》,柔印机;瓦楞纸箱;预印;瓦楞纸板;柔性版;模切;网纹辊;线数;灰平衡;运输包装;,"当前,瓦楞纸箱印刷中的高、中、低各端均有代表产品和工艺。高端是预印工艺,已印好的彩卷同其他瓦楞芯纸和里纸共同生成彩色纸板,而后模切成形。中端是纸板后印,在瓦楞纸板上柔印,俗称后印。低端是纸板不印刷,由于电商背景下点对点的商业供应模式,因此纸箱上只需包含必要商品信息的纸质标签就能满足需求。高端产品承担的是纸箱的销售包装功能,低端产品承担的是纸箱的运输包装功"
2018,绿色印刷  柔印在行动--《印刷技术》,柔印机;国产机;环境保护标准;绿色印刷;柔性版制版;卫星式柔性版印刷机;中国印刷技术协会;,"2017年,我国印刷企业经历了""纸价上涨更快、环保督查更严""的考验,度过了十分艰难的一年。由于绿色印刷已成为业界共识,针对印刷过程中VOCs排放的治理成为了工作重点。使用水墨的柔性版印刷已被公认为低(无)VOCs排放的印刷工艺,其另一个优点是对于承印材料的印刷适性要求低于其他印刷方式。虽然柔印制版成本偏高一直被同行所诟病,导致其多年来在国内印刷总产值的占比并不高,好在国产柔性版材的推出,加快了制"
2017,中国柔印发展的黄金时代即将来临--《广东印刷》,柔印技术 中国印协 华南国际 大型展会 东莞厚街 书刊印刷企业 柔性版印刷 商贸平台 励展博览集团 展示平台,"日前,中国印协柔印分会与励展正式达成战略合作,将于2018年4月10~12日在东莞厚街参与协办2018华南国际柔印技术展。作为国内柔印行业的专业大型展会,励展将与中国印协柔印分会深度"
2007,继续推进柔印技术在中国的发展--《今日印刷》,柔性版印刷机 柔印机 柔印技术 柔版印刷机 水性油墨 包装印刷品 模内标签 卫星式 印刷方式 大发展,"社会信息化及经济全球化的发展促使印刷业发生着巨大的变化。在四大印刷工艺中,作为凸版印刷衍生的柔性版印刷,经过几十载的曲折发展历程,终成正果。柔印市场由小到大、由弱至强的发展态势,引得印刷各界人士竞相关注。据统计,20世纪90年代末,全球柔印每年都以70％的惊人速度增长,2000年,柔印已占全球印刷市场的18％～19％。然而在柔印增长的同时,全球凹印的增长却呈持平的状态,而胶印则出现略有下跌的态势。为何柔印发展如此之迅猛?究其原因应该是像陶瓷网纹辊、套筒式印版辊、水性油墨、UV油墨、激光雕刻技术和计算机技术等一批新技术的应用大大提高了其印刷质量,加上水性油墨的环保优势而使其得到了巨大发展,尤其是在欧美更为注重环保的国家,柔印更是应用广泛。那么,柔印在中国的发展现状如何?中国印刷业是如何推动柔印前进的呢?先进的柔印技术是否都得以顺利普及?……为此,《今日印刷》特意走访了几位业内资深专家、经理人,不妨听听他们对柔印在中国发展过程中所遇到的诸多问题的看法。"
2005,柔印技术发展前景--《信息记录材料》,柔印技术 母版制版机 柔性印刷机 柔印版材,"通过对柔印技术的发展历程回顾,与其他三大印刷术(胶印、凹印和丝印)比较、剖析,阐述了 国内外柔印的各种优点及其潜在实惠,认为柔印技术在将来一定时期内会逐渐占领印刷业市场更大份额,虽不 可能一统市场,但柔印业具有广阔的发展前景。"
2018,柔印动态--《印刷杂志》,柔印技术;理事长;秘书长;柔性版制版;中国印协;,"杭州科雷公司拜访柔印分会4月9日上午,杭州科雷机电工业有限公司陈炜副总经理,专程来到柔印分会办公新址拜访,受到了周建宝理事长、施建屏秘书长、王明烈顾问的热情接待。陈总向周理事长介绍了杭州科雷公司的概况。公司成立于1992年,全球的装机量海过5 000台,覆盖了100多个国家和地区。目前公司主要有两大类产品:一类是胶印、凸印和柔印的CTP设备;另一类"
2018,柔印水墨软包装印刷实证及其启示--《印刷杂志》,柔印 水墨 环保 薄膜 里印 实证 启示,"在轰轰烈烈尝试了各种印刷VOCs治理方案之后,从源头解决印刷环保问题,用凹印油墨与柔印油墨的水性化解决印刷对大气环境的污染,在不增加印刷企业制造成本的条件下走出一条绿色印刷之路,这是2017年国内印刷界书写的浓墨重彩的一笔。受环保部科技标准司标准处的委托,中国印刷技术协会柔性版印刷分会于2017年11月在上"
2017,看国内标签柔印市场快速崛起——2017中国标签业柔印技术应用情况调查分析--《标签技术》,柔印机;市场占比;供应商数量;样本企业;机组式;装机量;太阳杯;水性油墨;印刷方式;可持续发展策略;,"走过30多年艰难历程,柔印技术近年来在我国标签印刷市场终于迎来人气大升的良好局面,无论是柔印设备装机量、柔印设备供应商数量,还是柔印机用户数量、柔印标签产品的总量和市场占比,都有较大增幅。柔印能在最近几年走红,固然与全球可持续发展策略、我国绿色环保政策收紧有关,但更大的机缘则来自"
2018,柔印水墨软包装实证及其启示--《印刷技术》,凹印油墨;卫星式;无溶剂复合;软包装;,"在轰轰烈烈尝试了各种印刷VOCs治理方案之后,从源头解决印刷环保问题,用凹印油墨与柔印油墨的水性化解决印刷对大气环境的污染,在不增加印刷企业制造成本条件下走出一条绿色印刷之路,这是2017年国内印刷界书写的浓墨重彩的一笔。按照环保部科技标准司标准处的要求,中国印刷技术协会柔性版印刷分会于2017年11月在上海组织了采用溶剂含量不超过5%的水墨在OPP薄膜上里印,采用OPP与PE无溶剂复"
2015,柔印版材在国内市场的现状、发展与应用--《印刷杂志》,柔印 版材 环保 机遇 厚度 耐印力,"柔印工艺在印刷业的推广,离不开感光树脂柔性版的应用。早在25年前,国家标准GB?9851.4—1990就开宗明义地宣告:""柔性版印刷是使用柔性版,通过网纹辊传递油墨的印刷方式。""很明显,柔印的定义包含两项,缺一不可。柔印离不开柔性版,发展柔印一定要关注柔性版的发展,尤其是感光树脂柔性版的发展。一、2014环保危机与柔印产业的机遇2014年因雾霾引起的对传统工业有机溶剂排放的关注,引发了印"
2017,国产柔印机  任重而道远--《印刷技术》,柔印机;苯胺印刷机;机组式;卫星式;印刷技术;印刷机械;机械制造商;网纹辊;北人;柔性版印刷;,"柔印技术1890年诞生于英国,当时被称为苯胺印刷,1905年第一台苯胺印刷机在法国诞生。1952年,苯胺印刷技术在美国盛行,在这一年""苯胺印刷""被正式更名为""柔印""。20世纪70年代,柔印被正式引进我国,从起步至今只有40多年的历史。从目前的柔印市场来看,常规柔印机类型主要有层叠式、卫星式和机组式3种,均采用"
2014,低抗划伤、高耐磨性水性彩色柔印油墨的研制--《曲阜师范大学》,水性柔印油墨 树脂 分散性 耐摩擦性 抗划伤性,水性油墨不含挥发性有机溶剂绿色环保低抗划伤高耐磨性水性彩色柔印油墨是应用于即开型有奖票据印刷中的一种环保型功能性油墨即开票的印刷工艺是在卡纸上采用柔印的方式先后印刷黑白色打底墨各两层然后通过喷码机喷涂有奖信息再用柔版印刷方式印刷UV隔离油经过紫外灯固化后先后再印刷黑白遮盖墨各两层最后在遮盖墨上印刷彩色水性油墨这里的彩色水性油墨就要求具有低抗划伤性和高耐摩擦性目前应用于即开票印刷的柔性版水性彩色柔印油墨虽说我国已经开始研制和生产但性能上依然不是很理想仍大多依靠进口随着彩票票据业的逐步发展即开型票据的市场份额也在不断扩大低抗划伤高耐磨性水性彩色柔印油墨具有较广阔的市场前景对此种水性彩色柔印油墨的研发也就具有十分重要的意义本论文根据国内外水性柔印油墨的研究现状研发一种适用于彩票印刷的四色水性彩色柔印油墨通过改变研磨树脂的种类颜基比分散剂的种类及含量研磨时间和研磨设备等探讨了油墨分散性的影响因素为了得到低抗划伤高耐磨性水性彩色柔印油墨通过改变颜料及连结料的种类和含量助剂的种类及含量配制油墨测试油墨的印刷适性使用印刷适性仪IGTF1进行打样测试样张的光泽度密度耐摩擦性和抗划伤性等研究了水性油墨体系中各组分对油墨性能影响最后通过优化水性柔印油墨的配方最终制备出具有高耐摩擦性低抗划伤性的水性柔印油墨研究结果表明油墨的颜基比颜料成膜树脂助剂的种类以及含量是影响水性油墨性能的主要因素流平剂和蜡乳液含量对油墨的耐摩擦和抗划伤性有重要的影响四色油墨均选用研磨树脂YM1研磨2h分散性最好青油墨选用酞青蓝Pb154颜基比为31分散剂选用750760为21分散剂在基墨中的质量分数为1制备的油墨分散性能最好成墨中颜料含量为174成膜树脂选用7762411流平剂B4为1蜡乳液L1为0时配制的油墨为最佳黄油墨选用联苯胺黄颜基比为11分散剂选用750760为11分散剂在基墨中的质量分数为06得出的油墨的分散性能最好成墨中联苯胺黄颜料含量为16成膜树脂选用907711水流平剂B4为05蜡乳液L1为25时配制的油墨为最佳品红油墨选用永固桃红FBB颜基比为21分散剂选用750760为11分散剂在基墨中的质量分数为1得出的油墨的分散性能最好成墨中颜料含量为96成膜树脂选用6249011水流平剂B4为15蜡乳液L1为2时配制的油墨为最佳黑色油墨选用卡博特炭黑颜料颜基比为31分散剂选用75076012分散剂在基墨中的含量为1得出的黑色油墨的分散性能最好的成膜树脂选用6249077111水流平剂B4为2蜡乳液L1为25时配制的油墨为最佳
2017,层叠式柔版印刷机控制系统设计--《长安大学》,虚拟主轴 张力控制 印刷速度 印刷精度,目前层叠式柔版印刷机控制系统主要有两种控制方式分别是PLC控制和继电器控制二者均是控制机械主轴通过主轴和各色组轴之间齿轮咬合进行传动而这两种控制方式所依据的齿轮传动存在的机械磨损会导致整个印刷系统的精度降低噪音大同步性差速度低等问题如何解决系统中存在的此类问题是本课题研究的核心任务本文以杭州项淮机械有限公司的层叠式柔版印刷机为研究对象依据系统的工艺性能要求对其控制系统进行了研究改造和实施本文首先对层叠式柔版印刷机的结构工艺流程各环节的传动方式进行了细致的分析研究然后以此为基础针对印刷精度不高和同步性差的问题提出基于伺服电机拟合虚拟主轴电子轴传动的层叠式柔版印刷机控制方法张力控制是整个项目的技术难点实时保持张力稳定是精准印刷的关键本文采用变比例PID控制算法可实现张力的精准控制同时在收卷时考虑到恒张力下卷径变化对产品的挤压在收卷时采用锥度控制算法随着卷径的变大收卷机构的张力逐渐减小以保证机器在稳定运行时收卷机构不会压坏产品在印刷色组的同步性控制环节通过调节各色组伺服电机与虚拟主轴之间速度的耦合比以补偿由外部扰动引起的位置误差实现控制色组之间印刷的同步性该方法不仅能够提高系统的同步精度同时能够满足系统的动态同步要求通过调节套色误差解决印刷技术上套印精度低的问题最后在实施上本控制系统采用德国Beckhoff的Systemmanger伺服控制系统控制器采用Beckhoff的工控机及TwinCAT控制平台通过EtherCAT的IP网络协议搭建了一个运动控制系统通过系统调试和现场测试以及性能分析结果表明本文设计的控制系统结构简单扩展性强而且大大减小了传动误差提升了系统的响应速度同步性能和印刷精度完全满足系统工艺要求使以往的缺陷得以很好的改善
2019,印刷机械工业四十载--《机械工业标准化与质量》,印刷机械;涂布设备;模切机;数字印刷机;印刷电子;CTP;印刷技术;数码印刷机;装备制造业;计算机直接制版;,"印刷装备是印刷工业发展的重要支撑。改革开放以来的40年间,印刷工业告别了""铅与火"",走过了""光与电"",现如今进入""数与网""的时代。当前,数字技术正成为印刷传媒的基础技术,印刷设备体现了信息网络技术、数字制造技术与传统机械制造技术的深度融合,成为国家培育和发展的战略性新兴产业。印刷机械产业在我国社会主义物质文明和精神文明建设中发挥着不可代替的作用。1印刷机械40年的发展历程"
2019,中国软包装展——亚洲国际标签印刷展览会之“展中展”即将登陆上海--《网印工业》,软包装;收缩膜;柔印机;凹印机;标签印刷机;设备供应商;,"直至如今,软包装印刷和收缩膜套的加工依然以宽幅CI柔印机和大幅面凹印机为主导,其主要特点是多长单、价格低、幅面宽、印刷速度快。然而,现在情况正在发生变化,并不断推动消费者改变行为规范。·""千禧一代""消费者不再钟情于某一个特定品牌。他们想体验更多产品,也希望现有的品牌能有更多的变化(SKUs);·消费者希望他们购买的产品更能反映其人生价值观、生活态度和生活方式(如,健康、环保的生活方式等);"
2018,以水性丙烯酸树脂为连接料的柔印水墨分析--《塑料包装》,水性油墨 连接料 水性丙烯酸树脂 柔印,"研究柔印水墨中的水性丙烯酸树脂连接料,及其合成和改性技术,考虑形成两种树脂的复合乳液,提高树脂在成膜过程中的交联度,让各组分间的优势互补,从而改善水墨印刷适性。通过查阅文献,归纳整理水性丙烯酸树脂改性方法的研究进展,为柔印水性油墨的研究提供参考。"
2005,瓦楞纸板包装材料的性能及其发展前景--《包装工程》,瓦楞纸板 包装材料 缓冲性能,"　随着绿色包装理念的渗入,瓦楞纸板以其可降解和可再生的特性而倍受青睐。文中从原材料、楞型结构、缓冲特性、印刷适性等方面全面地分析了瓦楞纸板作为包装材料的性能,阐述了目前瓦楞纸板研发的状态及瓦楞纸板的发展前景。"
2014,微流控纸芯片的加工技术及其应用--《化学进展》,微流控纸芯片 微加工 检测技术 应用,"微流控纸芯片是一种新兴的微流控分析技术平台,具有成本低、加工简易、使用和携带方便等优点,在临床诊断、食品质量控制和环境监测等应用领域具有很大的应用前景,近年来,引起广大科学工作者极大的兴趣。本文着重介绍目前文献相继报道的各种纸芯片加工技术,包括紫外光刻、蜡印、等离子体处理、喷墨打印、喷墨溶剂刻蚀、绘图、柔印和激光光刻等技术。此外,还介绍了微流控纸芯片分析中的检测方法及其应用。"
2015,纸芯片微流控技术的发展及应用--《分析测试学报》,纸芯片微流控 制作 检测 应用 综述,"纸芯片微流控技术是一种新型微流控技术。相比于以玻璃、石英、高聚物等为基底的传统微流控芯片,纸芯片具有成本低、易操作、可携带、耗样量小等优点。该文介绍了纸芯片的发展及常用的制作方法,并举例说明了光度法、荧光法、化学发光及电化学发光法和电化学法在纸芯片检测中的应用;归纳了纸芯片技术在临床诊断、环境监控以及食品安全分析等方面的应用;最后对纸芯片微流控的应用前景进行了展望。"
2010,组织惯性对企业组织变革影响机理及系统动力学模型研究--《北京交通大学》,组织惯性 组织变革 系统动力学 惯例 认知 行为决策,本文以组织惯性对组织变革的影响为研究对象在文献综述和探索性研究的基础上以演化经济学认知心理学为理论基础综合运用企业管理理论企业能力理论经济学战略管理等学科领域的理论和前沿观点以系统动力学为分析工具研究探讨组织惯性对组织变革的影响机理构建了基于组织惯性的企业组织变革系统动力学模型主要做了以下工作1组织惯性的定义特征成因及变动分析在评述国内外文献关于组织惯性概念的基础上指出组织惯性是组织运行表现出的一种属性面对环境变动或未遇到外部力量作用通过组织内重复的可识别的行为模式使组织保持自身发展运动状态的行为或倾向具有客观存在但其大小随时间变化具有累积性稳定性易变性路径依赖性知识性等特征分析了认知组织学习决策与组织惯性形成的原因和过程得出企业组织惯性的形成认知组织学习企业决策共同作用的结果结论以组织惯性构成内容行为执行者组织情境惯例为基础分析了执行人的变化知识变化和组织情景变化及其影响因素对组织惯性变动的影响2基于组织变革动力的组织惯性形成组织变革的传导机制和组织惯性对组织变革的影响机制在分析现有组织变革模型的基础上结合组织学习和企业能力构建了组织变革路径模型和组织变革动力传导过程与机制模型在分析组织惯性对企业组织发展作用形式的基础上从企业与环境的相互作用中动态地研究组织惯性对组织变革的影响研究了组织惯性在组织变革中的作用和传递路径构建了与环境变化相匹配的组织能力框架组织惯性对组织变革影响机制模型3企业组织变革系统分析利用系统动力学思想和分析方法分析了组织变革系统的问题描述体统边界划分和企业组织变革系统的基本结构组织惯性与企业组织变革系统动力学模型及其仿真分析4实证分析在案例的基础上采用历史分析叙事分析和问卷调查等方法对本文提出的理论和模型并对模型及相关结论进行分析和讨论提出案例分析结果对理论和实践的启示作用
2013,纸张印刷适性与印刷品质相关性研究--《陕西科技大学》,纸张印刷适性 综合评价 预测 光谱表征 自定义纸张特性文件 色彩算法自动选择,目前全球造纸工业的大宗消费领域是印刷行业纸张成本占到印刷总成本的6070纸张印刷适性是决定其印刷过程和质量的重要因素揭示纸张性能与印刷品质量之间的作用机理是造纸和印刷行业尤为突出的问题然而由于纸张性能印刷之间复杂的多元关系以及影响因素的不确定性该技术难题尚未能较好突破本课题以不同印刷适性纸张为分析对象评判纸张相关性能对其响应印效指标的影响程度量化两体系之间的多元非线性作用规律从纸张相关性能有效组合角度出发研究纸张印刷适性的综合质量评价模型推导纸张性能综合和印刷品质量综合的数学表达式探索两者的关联构建纸张印刷适性的预测方程基于光谱传输特性实现测试纸张与参考纸张之间的印刷适性匹配和评估并推导待印刷纸张的光谱表征模型创建自定义的纸张特性文件揭示不同印刷适性纸张与目标印品阶调色彩传输的作用机理并开发其应用模块针对色域边界色域映射再现意图三个色彩复制关键技术分别提出新的算法并研究根据不同印刷适性纸张的复制特征自动选择适合应用策略机制且编制软件程序本课题量化了纸张在印刷中的行为和作用规律旨在为纸张匹配适宜印刷条件提供科学依据形成纸张应用与印刷实践控制的系统理论指导推动我国造纸与印刷技术的高质量生产和针对性应用利用灰关联分析研究纸张相关性能对印刷品质量的影响程度将各性能进行综合排序结果表明铜版纸性能影响力从大到小依次为平滑度匀度指数光泽度白度吸墨性表面强度不透明度胶版纸依次为吸墨性匀度指数光泽度白度不透明度表面强度平滑度轻涂纸依次为平滑度吸墨性白度匀度指数光泽度不透明度表面强度继而选择影响程度最大的前三个纸张性能作为自变量以响应的印品质量指标为因变量建立两者之间作用规律的多元非线性回归模型以此可以寻求最佳纸张性能组合获得预期印刷效果将纸张相关性能指标有效组合可以对纸张质量进行更准确的判断选取6个纸张性能作为输入层纸张综合评价级别值作为输出值构建纸张RBF神经网络综合评价模型结果表明该模型符合实践应用且精度比BP神经网络更高但纸张评价值范围仅为123为了进行更细致的比较提出基于人工鱼群投影寻踪算法的纸张质量综合分析模型建立纸张评价等级与投影值之间的关系式计算出的纸张评价值范围可为任意实数可比性更高尤其适合于同等级纸张的比较利用主成分分析法分别得到纸张性能综合和印刷品质量综合的计算表达式然后以具体纸张性能综合值为自变量以印品质量综合值为因变量拟合两体系之间的关系曲线最终得出纸张印刷适性的预测方程其自变量通过纸张性能综合表达式被转换成纸张相关性能该方案将纸张和印刷结合起来获取信息更全面应用方便结果客观具体基于光谱传输特性提出四种方案实现测试纸张与参考纸张之间的印刷适性评估包括朗伯比尔光谱定律KubelkaMunk光谱模型纽介堡光谱方程主成分分析法结果表明主成分分析法光谱评估效果最好但计算量最复杂纽介堡光谱方程评估效果和计算量均次之朗伯比尔光谱定律和KubelkaMunk光谱模型评估效果最差但计算量最小进一步将高品质的纸张视为朗伯六界面体分解为三个部分再进行组合推导出纸张的全反射率全透射率新模型使得在各种测量几何条件下表征纸张的光谱特性更简单直接提出并建立自定义的纸张特性文件使印刷所用的纸张和油墨能更好地相适应和匹配纸张特性文件的核心建立步骤是印刷设备的基本线性化最适合油墨色彩数量的判定判断最大油墨厚度并给出油墨量建议利用VC软件进行上述步骤编程使其能够在色彩管理系统中进行调用应用于实际印刷系统中利用曲面细分技术计算色域球体边界的三角形近似值将凸壳算法非空区域最大值点的γ02提出基于分区最大边界法和凸壳算法的组合方案色域边界新算法结果表明组合算法精度和计算量均介于分区最大边界法和凸壳算法之间基于遗传算法提出色域映射的新方法将图像超色域颜色的CIELAB色彩空间坐标定义为基因适应度函数定义为原始图像和映射图像的SCIELAB色差的倒数实行单点交叉或多点交叉结果表明遗传算法色域映射方案比传统裁切算法的色差要小针对四种再现意图对其各自特点及适用范围进行实验和规律总结最后分析纸张各性能与再现意图色域边界算法及色域映射方法的关系研究得出根据纸张相关性能自动选择各种色彩具体算法的规律和方案流程并利用VC软件实现自动选择功能
