2017,环保水性油墨制备技术与应用现状分析--《科学技术与工程》,水性油墨 连接料 制备 改性 水性柔印 水性凹印,"研究国内外水性油墨最新制备技术,并重点分析水性油墨在我国的应用现状。通过大量查阅国内外文献资料,归纳整理水性油墨连接料制备技术与改性研究进展,分析水性油墨应用现状,预测未来发展方向和趋势。水性油墨的研究焦点集中在制备性能优良的新型水性连结料树脂,即水性聚丙烯酸酯,水性聚氨酯,以及纳米改性连接料的制备和改性研究。水性油墨在柔印中所占的比例与日俱增,但在凹版塑料薄膜印刷中尚处于起步阶段。国内外关于水性油墨的研发取得了巨大进展,应积极鼓励水性油墨的承印基材从单一的瓦楞纸、纸张向多种非吸收材料发展;印刷方式从水性柔印向水性凹印方向逐渐推广。"
2006,环氧改性的水性丙烯酸树脂、水性聚氨酯的合成及性能研究--《华中师范大学》,环氧树脂 改性 水性丙烯酸树脂 水性聚氨酯 富锌涂料 性能,本文引用环氧树脂来分别改性水性丙烯酸树脂和水性聚氨酯并对其合成工艺以及性能表征进行了详细的研究通过丙烯酸酯类单体与环氧树脂接枝共聚反应对其进行改性研究了环氧树脂环氧值及用量加料方式反应温度及中和度等因素对改性树脂性能的影响研究结果表明加入环氧树脂改性后丙烯酸树脂的耐水性明显增强硬度附着力拉伸强度及抗冲击强度等力学性能有较大幅度地提高当环氧树脂E44在反应前期加入用量为69反应温度为110中和度为110时改性树脂具有较好的成膜性能和优异的物理机械性能红外光谱分析证实接枝产物的结构扫描电镜观察接枝共聚物的水分散体的粒子形态及大小用DSC对改性前后的树脂进行了热分析以异佛尔酮二异氰酸酯IPDI聚酯二元醇和二羟甲基丙酸DMPA作为主要原料合成了脂肪族水性聚氨酯分散体并用环氧树脂对其进行了改性研究了环氧树脂的环氧值及用量扩链剂种类及用量nNCOnOH等因素对改性树脂性能的影响实验结果表明改性后树脂的硬度附着力拉伸强度及抗冲击强度等力学性能有明显提高当环氧树脂的环氧值为043用量为68以乙二胺为扩链剂质量分数方1nNCOnOH15181时可得到耐水性稳定性力学性能优良的水性环氧聚氨酯分散液DSC测试表明改性后树脂的玻璃化温度增高以水性环氧聚氨酯为基料加工成富锌涂料通过对其腐蚀电位和电化学阻抗谱EIS的测试分析研究了添加不同含量锌粉的富锌涂层在3NaCl溶液中的腐蚀电化学行为并与添加少量铝粉的富锌涂料及传统的富锌涂料进行了对比结果表明水性环氧聚氨酯富锌涂料的防腐蚀能力比传统环氧富锌底漆强锌粉的添加量对涂层的防腐蚀效果有一定的影响添加少量铝粉能提高涂层的防腐蚀性能
2012,喷墨纳米银导电墨水的制备及性能研究--《华南理工大学》,喷墨打印 纳米银 导电墨水 柔性基底 聚羧酸,随着电子产业的快速发展硅基玻璃基板电子产品因质量较重易碎成本高等因素已逐渐无法满足人们对移动式便捷产品的需求微型化柔性化正成为电子产品发展的重要方向与蚀刻丝网印刷等传统工艺相比直接写喷墨打印技术具有方便快速和精确控制的优势正成为一种有吸引力的的电子产品制造工艺在电子领域越来越受到重视喷墨打印工艺可直接将功能材料沉积在柔性基底上形成电路电极薄膜等本文以自制的纳米银制备出了用可于喷墨打印的导电墨水并讨论了该墨水的稳定性可喷性和导电性等首先本文利用化学还原法以聚羧酸PCE为保护剂硼氢化钠为还原剂制备了粒度小分布窄的纳米银颗粒该方法工艺简单制备的纳米银颗粒纯度高粒径集中分布于530nm本文深入探讨了氧化剂分散剂浓度等的改变对纳米银颗粒粒径分布的影响实验结果表明当AgNO_3010molLwPCEwAg020时可得平均粒径为16nm的纳米银颗粒其次通过对黏度表面张力等理化参数的调节用自制并纯化的纳米银配制出了适用于喷墨打印的水基导电墨水墨水的固含量为20wt通过喷墨方式在柔性基底上打印出不同线宽和形状的图案并讨论和分析了墨水黏度表面张力基底润湿性等对打印效果的影响在墨水黏度为25mPas表面张力为323mNm的条件下该墨水可在改性的PI膜上打印出线型良好的图案最后本文着重讨论了烧结时间烧结温度等因素对打印图案成膜性和导电性的影响实验表明喷墨打印形成的导电线路在低温固化烧结成膜后具有良好的导电性能在200下烧结10min导电线路的电阻率可达68μcm利用SEM和AFM对打印线路在烧结成膜前后的表面形貌进行了表征深入分析和讨论了微观形貌烧结温度和烧结时间对导线电阻率的影响
2010,水性丙烯酸酯改性聚氨酯用作光固化涂料的研究--《复旦大学》,光固化涂料 水性涂料 聚氨酯丙烯酸酯 木器漆,UVEB辐射固化涂料及水性涂料技术因其环保优势日益为人们所关注也是目前涂料行业所要大力发展的方向UV光固化涂料的优势在于1固化速度快生产效率高2常温固化3节省能源4环境污染小5涂层性能优异6固化装置简单易维修因此UVEB辐射固化涂料已在木器塑料光纤油墨和粘合剂中市场化应用但一般UV光固化涂料都少不了使用非反应性的有机挥发组份并且需要使用反应性稀释单体及其它多官能团丙烯酸酯等调节体系的粘度但目前常用的活性单体具有较强的刺激作用影响操作者的身体健康此外许多反应性单体在紫外辐射过程中难以完全反应残留的单体会影响固化漆膜的长期稳定性并且这类残留VOC组分有可萃取性及毒性水性涂料对环境无污染不易燃烧安全性好低VOC对人体无影响可通过水来调节涂料粘度以适用于喷涂等施工方式但普通水性涂料在性能上却无法和传统溶剂型涂料相媲美水性紫外光固化涂料体系结合了以上两种环保涂料的优点具有无污染无毒性无刺激性和生产安全等优点并且最终涂料固化后漆膜的性能优异固化速度快同时具有以上所描述UVEB辐射固化涂料所具有的优点它已成为紫外光固化体系的主要发展方向之一水性丙烯酸酯改性聚氨酯即水性聚氨酯丙烯酸酯是目前研究得最多的性能最好的光固化水性树脂本论文研究了目前市场上水性聚氨酯丙烯酸酯的基本性能并用做主体树脂来研究水性光固化涂料配方设计调试高性能涂料配方来达到目前常用木器涂料所需要性能要求在水性聚氨酯丙烯酸酯基本性能研究中第一研究了各水性聚氨酯丙烯酸酯的成膜性确定了最佳的成膜条件第二通过对光引发剂的测试发现Irgacure1173Irgacure500和Irgacure819DW在水性聚氨酯丙烯酸酯的相容性较好光引发剂的用量在25为最佳添加量第三测试了各水性聚氨酯丙烯酸酯光固化后涂层的性能如硬度Taber耐磨性耐溶剂性附着力耐冲击性光泽度和黄变性等随后研究如何将水性聚氨酯丙烯酸酯用于木器涂料配方中调试配方并达到理想的性能第一通过对木器底漆的配方调试与研究发现Ucecoat7177无论在清漆和有色漆配方中都能对油性难附着木材提供卓越的附着力木纹显映性在有色涂料配方中与颜料有很好的稳定性第二在木器中涂层配方调试中Ucecoat7177和BayhydrolUV2348都能提供对滑石粉良好的润湿分散性可以有效地填补木材表面的孔洞并提高整体涂层的耐磨性第三BayhydrolUV2689不仅在面漆清漆中而且在有色配方中都能提供卓越的硬度耐磨耐溶剂等面漆所要求具备的性能其中在有色配方中需要加入Irgacure500和Irgacure819DW两种光引发剂来满足有色涂层的光固化
2014,珠江三角洲VOCs排放来源识别、验证与基于反应活性的控制对策研究--《华南理工大学》,挥发性有机化合物 排放源化学成分谱 组分清单 化学反应活性 臭氧生成潜势,我国城市群地区正面临着以高浓度PM25及O3为特征的区域大气复合污染挥发性有机化合物VOCs是PM25及O3形成的重要前驱物是目前我国大气污染控制的重点和难点之一VOCs包含成百上千种化学组分每种组分的反应活性各异研究表明在二次污染控制上基于化学反应活性的Reactivitybased控制政策比基于排放总量的Massbased控制政策更为有效然而我国在基于化学反应活性控制政策方面的研究仍较为缺乏可靠的排放源清单以及本地化的排放源化学成分谱是VOCs化学组分清单开发以及基于化学反应活性控制对策建立的重要基础为此本文首先利用受体模型源解析结果对排放源清单进行验证识别珠三角重点VOCs排放源再者通过实地排放源测试和文献数据挖掘建立了珠三角本土重点VOCs排放源成分谱在此基础上开发了珠三角2010年人为源和天然源的VOCs化学组分排放源清单估算了各化学组分和排放源的臭氧生成潜势OFP对珠三角的关键VOCs活性组分及排放源进行了识别结果表明1综合参考排放源清单以及受体模型源解析结果溶剂使用汽油燃烧尾气和工业过程是珠三角主要的VOCs排放源排放源清单与受体模型源解析结果的差异主要表现在LPG燃料排放溶剂使用以及天然源的贡献率上受体模型使用的源示踪物VOCs组分测定的种类光化学反应损耗以及排放源清单自身的不确定性可能是引起差异的原因2本研究通过补充的排放源测试以及数据挖掘建立了珠三角地区道路移动源轻型汽油车轻型柴油车LPG汽车和摩托车工业溶剂使用木质家具制造印刷制鞋金属表面处理和电子产品制造以及非工业溶剂使用建筑涂料和家用溶剂的VOCs排放源成分谱基本反映本土排放源特征3VOCs排放量贡献高的组分与OFP贡献高的组分存在差异异戊二烯甲醇甲苯苯丙酮乙烯间对二甲苯和乙苯是VOCs排放量贡献最高的前8种组分而异戊二烯乙烯间对二甲苯丙烯甲苯124三甲苯间乙基甲苯和123三甲苯则是OFP贡献最高的8种组分4764的人为源OFP来自间对二甲苯乙烯甲苯124三甲苯丙烯和间乙基甲苯等20种组分其中丙烯123三甲苯135三甲基苯反式2丁烯和1乙基23二甲基苯是活性极高MIR10的组分而甲苯邻二甲苯苯乙烯和苯则是空气有毒物应优先进行控制5基于排放量以及OFP的人为排放源贡献基本一致工业溶剂使用汽油车摩托车和工业过程是贡献最高的四大人为排放源分别贡献了人为源OFP的329195145和135其中电子产品制造以及家具制造是主要的工业溶剂使用部门制药塑料制品化学纤维石油精炼以及纸浆制造则为主要的工业过程贡献部门6珠三角现有的VOCs控制政策须加强对电子产品制造制药塑料制品化学纤维和纸浆制造行业的控制基于排放总量的VOCs控制思路须逐步向基于化学反应活性的思路进行转变
2010,溶液层状聚集体和界面多孔组装体构筑、结构和性能研究--《山东大学,分子自组装 表面活性剂 层状聚集体 界面组装 蜂窝状多孔结构,分子自组装是21世纪亟待解决的重大科学问题之一在分子层次的化学中自组装如同化学合成已成为创造新物质和产生新功能的重要手段是当今化学发展的一个重要生长点目前的研究表明分子自组装过程容易在体相溶液中和二元界面上发生1溶液中的自组装通常是由两亲分子在体相溶液中利用非共价相互作用自聚集形成各种复杂的有序组合体如胶束囊泡海绵结构和立方结构等这些两亲分子包括磷脂表面活性剂两亲性聚合物和生物大分子等通过调控分子结构并结合外界条件改变从而实现两亲分子在溶液中的可控组装这也是溶液中自组装的研究热点2界面上的自组装通常是由各类分子在气气液和固界面上进行有效地组装和排列如涉及到LB呼吸图案化学吸附等组装技术的界面薄膜的构筑从而制备出多形态多功能的薄膜器件另外通过自组装技术对生物膜或生物相容性界面精确修饰有助于深入了解生命体系并为生物工程材料的构筑提供新的途径因此分子自组装在化学物理学生物学和材料科学领域的重要性日益增强成为多学科交叉的研究热点基于对分子自组装的认识本论文主要包含两方面的研究1表面活性剂溶液中层状聚集体的白组装2两亲性聚合物界面上蜂窝状有序多孔结构的构筑考察各种因素对组装结构的影响确定溶液聚集体和有序多孔薄膜的物理化学性质探讨组装体的功能应用通过研究与探索以期揭示白组装的机理结构和转换规律掌握弱相互作用在复杂有序平衡系统中的协同机制丰富分子自组装的理论实现结构和功能可控本论文的结构安排和研究内容如下第一部分绪论介绍了自组织和自组装的概念及区别概述了胶体化学纳米科学软物质及超分子化学的发展与联系并详细介绍了表面活性剂物理化学基本知识包括表面活性剂溶液中弱相互作用力和聚集体形成理论重点总结了表面活性剂溶液层状聚集体的结构性质和形成规律综述了囊泡在材料合成领域中的应用现状以及基于水滴模板法构筑的界面蜂窝状有序多孔结构的国内外研究动态和应用前景最后引出了本论文的选题依据研究内容和意义第二部分分别研究了两种双长链阴离子表面活性剂双2乙基己基琥珀酸酯磺酸钠AOT和双2乙基己基磷酸HDEHP与单链非离子表面活性剂四乙二醇十二烷基醚C12EO4水溶液混合体系的相行为聚集体结构流变学性质及盐pH等外界因素对体系的影响证明了电荷在双层膜结构转变中的重要驱动作用进一步提供了电荷诱导洋葱状囊泡形成的理论依据其中AOT体系含有过量的反离子而HDEHP体系是典型的无盐体系由于AOT和HDEHP在分子结构上相似极性头基面积相近两体系可以相互证明和补充本章第一节研究发现AOTC12EO4体系是典型的非理想混合体系二者在气液界面上的吸附和溶液中的聚集表现出相互吸引的协同效应向C12E04的层状相溶液中加入少量AOT可以诱导平面层状结构自发弯曲形成层数达几十层的密堆积洋葱状囊泡该超多层囊泡的形成是由于阴离子表面活性剂的加入使非离子双层膜带负电荷产生静电斥力作用抑制膜的Helfrich波动并诱导平面层状结构向囊泡转变而过量的电荷能够再次诱导囊泡向平面层状结构转变无机盐NaCl的加入会诱导胶束层状两相向单一囊泡相转变原因在于随着盐的增加双层膜由于电解质的静电屏蔽作用展现出更大的柔韧性和波动性溶液的粘弹性随之降低由此证明电荷可调控双层膜的柔韧性和波动性是实现层状聚集体相互转变的重要驱动力本章第二节研究发现向C12E04层状相中加入低浓度的HDEHP同样能够诱导平面层状结构转变为囊泡而且双层膜的层间距随着HDEHP的增加而减小加入较高浓度的HDEHP双层膜层间距反而增大所形成的囊泡相向胶束层状两相转变原因在于浓度较低的HDEHP水解后插入到C12E04双层膜中使其荷负电抑制了膜的波动性诱导层到囊泡的转变而过量的HDEHP类似中等链长醇等油状物增溶到囊泡中使双层膜肿胀波动诱导囊泡溶液向两相分离增加HDEHPC12EO4囊泡溶液的pH值发现溶液粘弹性和屈服应力值随pH的增加经历一个最大值而双层膜层间距也随着之先减小后增大由此判断双层膜在随着pH增加的过程中经历了一个膜电荷密度饱和的状态其中在pH378时溶液转变为密堆积平面层状凝胶第三部分合成了十二烷基硫酸钙CDS和月桂酸铁FeL3两种高价金属双链和三链长表面活性剂研究了两种表面活性剂在水溶液和非水溶液中的相行为和聚集结构分别发现了正相囊泡和反相囊泡的自发形成并依据囊泡的不同特点探索了其在硬材料制备中的应用本章第一节研究了CDS与阳离子表面活性剂十四烷基三甲基溴化铵TTABr在水溶液中的相行为和温度依赖性对比传统的含一价盐的SDSTTABr混合体系CDS体系只能在高温下阳离子表面活性剂富集的区域内形成正相囊泡囊泡的形成是静电作用和疏水作用共同驱动的结果而钙离子的引入极大降低了囊泡的表面电荷且钙离子对两个DS的链接作用使CDS表现出非离子表面活性剂的性质导致高价金属表面活性剂及其复配体系的微观结构和宏观性质具有其自身的特殊性将草酸二甲酯加入到CDSTTABr囊泡溶液中缓慢水解出的草酸根离子与囊泡溶液中的钙离子相结合形成具有新颖对称形貌的砖状和星状的CaC2O4H2O晶体证明囊泡对溶液中无机晶体的形成和生长起到了调控作用本章第二节研究发现多支链的金属表面活性剂月桂酸铁FeL3溶解在CHCl3以及CHCl3CH3OH等非水溶剂中能够发生自聚集并形成反相囊泡传统上由于有机溶剂挥发较快凝固点较低以及反相聚集结构极不稳定通过直接成像技术来表征反相囊泡长期以来都是一个难点在本实验中当有机溶剂挥发后溶液中的反相囊泡能够保持其形貌并以固体囊泡的形式存在于基底表面上因此可以通过TEMSEM和AFM等技术直接观察另外不同溶剂挥发会导致形成不同形貌的中空固体结构比如塌陷的血红细胞状和空心球壳状这是溶剂挥发速度不同以及月桂酸铁和溶剂之间的相互作用不同共同导致的本实验不仅证明了多支链高价金属表面活性剂在有机相中能够自发形成反相囊泡也为调控反相囊泡在干燥过程中的变形行为以及由反相囊泡直接制备中空球壳材料提供了新的方法第四部分将两种碳氟碳氢单尾链脂肪酸即全氟月桂酸C11F23COOHPFLA和月桂酸CH3CH210COOHLA分别与C12EO4在水中混合构筑无盐的阴非离子表面活性剂复配体系分别研究其相行为聚集体结构和流变学性质以及温度pH等外界因素对体系的影响比较了碳氟碳氢尾链的不同对层状聚集体的构筑结构和性质造成的差异本章第一节研究发现PFLAC12EO4非理想混合体系在低浓度时仅形成一种混合胶束且胶束化和表面聚集行为均表现出显著的协同效应低含量PFLA时随着总浓度增加短的线状胶束转变成大的碟状胶束室温时增加PFLA含量导致非离子C12E04双层膜自发形成密堆积单层和多层囊泡凝胶且囊泡分子双层中碳氟链处于流动态而且囊泡结构非常稳定当溶剂挥发后仍能保持原结构并以固态形式存在于空气中进一步增加PFLA层状溶液聚集体的相转变温度层间距等物理化学参数以及囊泡凝胶的屈服应力弹性和粘性等流变性质在双层膜分子的空间排列和有效膜电荷密度达到饱和态时出现极值有趣的是增加凝胶的pH可实现刚性囊泡向柔软的平面双层结构转变高稳定性的囊泡凝胶以及pH诱导囊泡凝胶和平面双层之间的相互转变可应用于药物等的运输和可控释放本章第二节研究发现室温下LAC12EO4混合水溶液表现出非常丰富的相行为向浓度较低的C12E04平面层状相溶液加入LA可以诱导形成囊泡相以及多尺度多组分多形式的聚集体平衡共存的表面活性剂三水相向浓度较高的C12E04平面层状相溶液加入LA可以形成高度长程有序的平面层状溶质液晶并表现出凝胶的流体性质另外LAC12E04复配体系层状聚集体表现出高度的温度依赖性其中囊泡只能在较窄的室温范围内自发形成对比PFLAC12E04和LAC12EO4体系可以发现碳氟碳氢混合体系中表面活性剂分子之间的相互作用更强自聚集趋势更明显所形成的聚集结构也更加稳定尤其容易形成囊泡凝胶同时体系抗剪切破坏温度变化等环境干扰的能力更强具有重要的实用价值第五部分研究了表面活性剂三水相平衡体系A3PS的构筑性质和功能A3PS是胶体化学中一种重要的三相分离现象但是有关该体系的研究却在表面活性剂化学中长期被忽视本工作通过在水溶液中混合商业化的简单的单尾链阴非离子或阴阳离子表面活性剂自发形成了表面活性剂三水相体系从而提供了一个构筑和发展A3PS的普适性方法而且我们结合实验现象对其作出了一个规范性的定义即表面活性剂三水相体系由三个相互分离的均一水相构成是表面活性剂溶液中一种自发形成的动力学稳定的的三相平衡现象包含有多尺度多组分多种结构形式的稳定共存的表面活性剂自聚集体如碟状胶束平面层状结构双连续海绵结构囊泡等其中各相溶液密度体积分数以及表面活性剂比例和分布各不相同本工作深入总结了A3PS基本的物理化学参数加深了对A3PS的理解发现通过改变表面活性剂浓度比例以及溶液温度添加剂等因素能有效裁剪A3PS的性质以使其满足不同应用1作为一个潜在的分离和萃取新体系A3PS在生物工程和染料提取方面具有诱人的前景2A3PS被用来一步合成和分离不同尺度的CdS纳米线由此提供了一个制备和收集单分散纳米材料的简单途径3A3PS可以作为合成反应的介质实现将所得产品富集到一相而其它原料副产物或杂质被分散到其它相中的理想效果具有纯化步骤简单的优点第六部分研究了蜂窝状有序多孔结构的界面组装机理和表面润湿行为以功能性聚合物为基本单元制备微米亚微米多层次的蜂窝状多孔结构利用聚合物或其复合材料的优良特性探索蜂窝状多孔膜的化学光学及电学等方面的性质对于化学及光学传感器超疏水材料滤膜材料光子晶体材料组织工程材料和模板功能等方面都具有十分重要的意义本章以胆固醇作为侧链的二茂铁基两亲低聚物为构筑基元通过水滴模板法在气固界面和气液界面构筑了高度有序的蜂窝状多孔结构考察了不同制备条件对薄膜形成的影响探索蜂窝状薄膜的形成规律在此基础上以聚苯乙烯二苯胺取代的三联苯复合物为构筑基元制备出具有高效固态光致发光性能的自支撑蜂窝状多孔膜并对两种蜂窝膜的表面润湿行为进行了研究研究发现聚合物和有机溶剂的混合物在潮湿气流氛围下可以自发形成蜂窝状多孔结构通过改变湿度浓度液滴体积大小溶剂及铺展方法等参数可以得到尺寸均匀的呈六角状排列的2D多孔阵列通过对蜂窝状多孔结构形成机理的深入研究发现了多孔阵列从2D向3D转变的连续过程建立了三维有序多孔阵列形成机制的模型从而为水滴模板法构筑有序多孔结构的空间维数可控性提供了理论依据表面润湿行为的研究表明二茂铁基低聚物蜂窝状多孔结构的高疏水性可以通过调节孔的大小和排列来获得通过机械剥离2D蜂窝状有序多孔膜的表层制备了出具有接近超疏水性质的针垫状阵列结构第七部分研究了蜂窝状有序多孔结构的电化学功能和模板应用在本工作中我们提供了一种新的简便易行的途径将蜂窝状有序多孔膜应用到胶体颗粒的图案化中通过结合自下而上的界面组装方法水滴模板法和电化学沉积技术以二茂铁基低聚物蜂窝状薄膜的有序多孔结构为模板在微孔的内边缘定向沉积了呈环形图案排列的零维银纳米点和一维银纳米棒从而构筑了具有分形结构特点的高度有序的有机无机杂化蜂窝状薄膜该途径的实现是基于二茂铁基低聚物蜂窝状多孔材料自身表现出优异的电化学行为而且在对103的还原中表现出优异的电催化活性通过考察循环伏安法和恒电势双脉冲法以及不同电解参数对银颗粒形态尺寸和分布的影响探讨了AgAg0转化的动力学过程具有重要意义的是所构筑的杂合多孔膜同样对103的还原表现出极为丰富的电化学活性而且能够极大地增强对染料分子的催化降解效率我们相信通过本途径同样可以将其他功能性贵金属纳米颗粒修饰或组装到蜂窝状多孔膜上如金铂等并应用到光电子传感器和催化等领域
2002,辐射固化材料的现状和某些进展--《感光科学与光化学》,辐射固化材料 光固化 UV/EB固化,"介绍近年来UV/EB固化材料的发展进展 ,其中包括北美、欧洲、日本的发展概况和重大的新进展 :(1)稀释单体和预聚体 ;(2 )水基UV/EB固化 ;(3)阳离子光固化 ;(4)辐射固化粉末涂料 ;(5 )复合固化体系 ;(6 )UV固化纳米涂料 ;(7)光引发剂 ;(8)计算机直接制版"
1997,辐射固化涂层技术的最新发展--《化学通报》,电子束（EB）固化 紫外（UV）固化 涂料 油墨 粘合剂,对辐射固化（ＵＶ／ＥＢ）涂层技术的最新发展作了全面的回顾
2002,凹凸棒粘土对消失模涂料流变性的影响--《硅酸盐学报》,消失模涂料 凹凸棒粘土 流变性,"利用差热分析、电子显微镜、X射线衍射、红外吸收光谱等手段测试分析了安徽凹凸棒粘土的理化性能 ,并利用NXS -11型旋转粘度计研究了凹凸棒粘土与膨润土对消失模涂料流变行为的影响 .结果表明 :安徽凹凸棒粘土是一种成分较纯的凹凸棒粘土 .凹凸棒粘土比膨润土更有利于改善消失模涂料的流变性 .消失模水基涂料中加入质量分数为 2 %的凹凸棒粘土可以使涂料的流变性大为提高 .自研的消失模涂料的流变曲线特征参数分别为 :τ0 =9.8Pa ,K =2 .9,m =0 .6 4,其流变性可与美国Ashland消失模涂料相媲美"
2004,含氟表面活性剂的结构、特性及应用研究--《有机氟工业》,含氟表面活性剂 结构 特性 应用,"含氟表面活性剂是特种表面活性剂的一类。与传统的表面活性剂相比,由于其具有高表面活性,优良的耐热性和化学稳定性以及卓越的憎水、憎油性能和防污功能,因此含氟表面活性剂已经广泛应用于各个工业领域及家庭用品领域等。本文对含氟表面活性剂的分类结构、特性及应用领域进行简单综述。"
1994,高分子染料的进展--《功能高分子学报》,高分子染料 染料 综述,高分子染料是一类本身固有颜色的高分子化合物，它兼有染料和高聚物的双重性质。因此既可作为色料也可作为高聚物而应用于许多领域。本文较详细阐述了聚合染料的种类，合成方法及应用情况。
2003,浅谈织物涂层剂--《印染助剂》,织物 涂层剂 制备 应用性能,"简介了织物涂层整理剂的发展历史和分类,评述了聚丙烯酸酯、聚氨酯和有机硅涂层胶的结构、特点、制备和应用性能,预测了涂层剂的发展趋势"
2005,辐射固化技术研究进展--《材料保护》,辐射固化 光固化 UV/EB固化 紫外光,"辐射固化技术以其高效、节能、无污染、物理性能优良等优点而被誉为绿色技术 ,近年来在世界上取得了高速发展。综述了近几年来辐射固化技术的研究进展 ,包括稀释单体和预聚体、水基UV/EB固化、阳离子光固化、辐射固化粉末涂料、复合固化体系、UV固化纳米涂料、光引发剂、计算机直接制版等 ,考察了中国辐射固化市场的现状 ,对辐射固化技术的发展方向作出了预测"
2003,废纸制浆技术的研究进展--《中国造纸》,废纸制浆 浮选脱墨 筛选 漂白 胶粘物,"介绍了20世纪90年代以来废纸制浆理论与技术方面的研究进展。主要着重在废纸碎解理论与技术,废纸浆浮选脱墨和筛选理论与技术,原生胶粘物和再生胶粘物的来源、特性和控制的理论与技术以及废纸浆漂白技术等方面进行了系统而简要的介绍。"
2005,影响喷墨印刷质量的关键因素分析--《包装工程》,喷墨印刷 成像技术 质量,"介绍喷墨印刷成像原理,以热喷墨成像系统为研究对象,探讨该系统成像机理、油墨和受像介质之间的相互关系以及对喷墨印刷质量的影响,并对如何控制关键参数进行了讨论。"
2005,用于造纸废水处理的膜分离技术研究进展--《四川理工学院学报(自然科学版)》,膜分离技术 造纸废水 应用,"膜分离技术是近年发展起来的一门高新技术,在造纸废水处理方面具有广阔的应用前景。文章介绍了膜分离技术的工作机理、特点以及国内外在造纸废水处理方面的研究进展。另外,对膜分离技术在应用过程中出现的问题进行了讨论,并提出了可能的解决方案。"
2001,UV固化材料进展--《精细与专用化学品》,UV固化技术 辐射固化 涂料 稀释单体 预聚体,"由于UV固化技术固有的特点使其在近几年各个领域都获得了高速的发展,但所占市场份额仍然很小。经过学术界和各大公司的努力,目前已经在UV固化材料方面取得了可喜的成绩。稀释单体、预聚体在数量和质量上都有大幅度增加,发展方向是降低刺激性、低毒和赋予特殊功能:在双光子引发自由基聚合、阳离子光固化、杂混光固化、光产碱催化聚合、无光引发剂光固化、水基固化方面取得了一定的进展;UV粉末涂料克服了传统粉末涂料的缺点脱颖而出,成为近年来研究开发的热点;UV固化纳米材料更是集纳米技术、纳米材料、UV固化技术于一体,预计将会开发出具有特殊功能的新材料;UV固化技术在电子、信息领域也具有很好的发展前景。"
2002,乙二醇醚类的市场需求和生产技术进展--《精细石油化工进展》,乙二醇醚 市场需求 生产技术 进展,"综述了国外乙二醇醚类的市场概况和生产技术,还介绍了我国乙二醇醚类的市场需求及生产技术新进展。"
2016,水基油墨聚合物连接料的研究进展--《胶体与聚合物》,水性油墨 聚合物 聚丙烯酸 聚氨酯,"水基油墨因其优良的环保性能受到了越来越多的关注。近些年迅速发展,有逐步取代溶剂性油墨的趋势。本文综述了用于水性油墨的水性聚合物连接料聚丙烯酸、聚氨酯的改性方法和合成工艺以及最近的研究进展。"
2017,水基油墨废水化学絮凝污泥的热解特性及动力学--《纸和造纸》,水性油墨 污泥 热解 热重分析 动力学,"对浮选脱墨污泥及两种絮凝污泥的基本物化性质及热解特性进行了研究,进一步采用Coats-Redfern法描述了热解过程,计算了3种污泥的热解动力学参数。动力学研究结果表明3种污泥有机物热解主要区域的反应级数为2,3者的活化能分别为38.78 kJ·mol~(-1)、44.59 kJ·mol~(-1)及48.11 kJ·mol~(-1),频率因子分别为2.58 E+07 min~(-1)、3.19E+06 min~(-1)、1.50 E+06 min~(-1);说明絮凝污泥中的有机物较脱墨污泥稍难热解,且随着絮凝剂用量的增加,热解难度会增加。但是絮凝法处理含油墨废水所产生的污泥量占浮选脱墨污泥8%以下,与焚烧相关的元素含量及发热量测定结果显示其与浮选脱墨污泥也相近,不会对污泥处理系统带来太大的冲击负荷。絮凝污泥完全可以并入企业现有污泥焚烧系统进行消减进行热能回收。"
2004,影响水基油墨分散因素的研究--《合肥工业大学学报(自然科学版)》,水基油墨 分散效果 表面张力 黏度,"文章通过实验研究考察影响水墨分散的因素,结果表明水基油墨的分散效果是获得水墨理想的光泽、着色力及遮盖力等性能的关键,水墨分散的质量主要依赖于体系中分散树脂和颜料自身的特性及其相互作用的程度,其中,颜基比在较大程度上影响水溶性聚合物对颜料的分散效果。实验还证明了润湿分散剂和助溶剂能改变体系的表面张力和润湿性能,从而提高体系的分散性能。另外,水墨分散的温度也是影响分散效果的重要因素。"
2010,水基油墨印刷纸脱墨中表面活性剂与酶的协同作用--《华东纸业》,纤维素酶 表面活性剂 脱墨剂 欧洲旧报纸,"分别采用十二烷基醚硫酸钠(SLES)、脂肪醇聚氧乙烯醚硫酸钠(AES)、聚山梨酯20(Tween-20)、十六烷基三甲基氯化铵(1631)以及纤维素酶、淀粉酶等生物酶对水基油墨印刷纸进行了脱墨实验,进一步分别探讨了上述四种表面活性剂与中性纤维素酶的协同脱墨效果。研究结果表明,在pH为6-7,浆的质量分数为5%,中性纤维素酶的用量为15 u/g,AES的用量为0.2%,55℃下脱墨处理15 min,脱墨浆的白度可提高5.2%ISO。"
2005,水基油墨光泽度机理研究--《今日印刷》,水性油墨 光泽度,"目前,全世界各行各业都在掀起一股""绿色革命""的浪潮,而包装印刷作为与人民群众生活紧密相关的行业也在不断受到冲击。传统的包装印刷采用的是溶剂型油墨,溶剂挥发后不仅造成空气污染,而且对人体产生致癌作用,在这种情况下水基油墨应运而生。"
